First_pokemon,Second_pokemon,Winner
84,194,84
23,593,23
669,184,184
565,170,565
480,164,164
577,331,331
462,779,462
614,411,614
460,127,127
610,630,610
333,130,130
669,114,114
14,263,263
281,167,167
133,375,133
521,553,553
771,743,771
564,744,744
733,536,536
449,537,537
649,186,649
142,469,469
449,242,242
9,475,9
353,776,776
560,649,649
249,408,249
162,743,162
471,48,48
715,451,715
308,64,308
507,769,507
507,19,19
246,422,422
378,640,640
567,790,567
642,385,642
411,205,205
361,36,361
773,744,773
79,412,79
109,54,109
2,505,505
89,713,713
695,483,483
426,501,426
490,214,214
285,216,216
369,583,583
156,708,708
194,579,579
470,305,305
205,178,205
280,318,280
391,172,172
59,519,59
787,72,787
224,291,291
267,597,597
594,118,594
577,757,757
409,232,409
272,603,272
416,126,126
691,36,691
579,495,579
210,206,206
786,678,786
794,557,557
377,49,377
317,209,209
261,352,261
548,624,548
584,777,777
677,404,677
455,701,701
672,663,663
86,263,263
99,475,475
458,148,148
70,309,70
285,507,507
759,490,490
334,778,778
485,701,701
566,67,67
741,331,741
109,377,377
264,107,264
1,381,381
2,173,2
311,372,311
318,732,732
306,29,306
50,259,259
510,637,637
279,26,26
534,592,534
443,666,443
215,306,306
768,624,768
409,740,740
400,710,710
168,163,163
719,241,719
245,660,660
483,584,584
463,598,463
700,738,700
649,41,649
35,58,58
564,203,203
644,609,644
274,453,274
612,281,612
245,711,711
564,214,214
778,380,380
572,387,572
305,376,376
312,166,166
569,173,569
369,242,242
746,50,746
182,507,507
698,760,760
664,13,13
692,664,692
754,483,483
228,361,228
676,142,142
421,58,421
373,464,464
514,638,638
197,393,393
126,226,126
592,639,592
383,237,383
541,616,616
503,361,503
251,505,505
20,11,20
351,409,409
299,4,4
474,496,496
540,24,24
332,139,139
351,251,351
449,339,339
400,659,400
31,234,234
715,24,24
472,180,472
142,262,142
526,269,526
87,333,333
709,526,709
657,791,657
146,488,146
40,115,115
697,149,697
641,746,746
510,379,379
631,206,206
786,32,32
141,395,141
303,687,687
107,380,380
743,245,245
173,714,714
76,199,199
233,24,24
122,62,62
532,747,747
3,501,3
184,769,184
440,507,507
740,401,740
76,350,350
38,309,309
461,209,209
746,400,746
455,444,444
698,215,698
737,241,737
761,149,149
86,791,86
215,335,215
663,713,713
458,272,272
800,472,472
740,2,740
126,791,126
554,638,554
648,109,109
755,528,528
234,547,234
723,530,723
682,387,387
487,331,331
660,629,629
674,37,674
484,170,484
206,484,206
204,406,406
433,350,350
675,61,61
446,332,446
282,592,592
149,589,589
180,645,645
59,531,531
377,747,747
657,242,242
540,422,540
89,518,518
714,180,714
94,277,277
390,439,439
599,85,85
424,772,772
192,244,244
21,1,21
791,777,777
130,780,130
636,477,477
651,252,651
631,147,147
715,120,715
29,588,588
242,233,233
626,499,499
216,420,420
735,474,735
781,261,261
133,567,133
24,426,24
750,793,793
646,708,708
424,720,424
130,202,130
410,486,410
550,543,550
73,461,461
187,241,187
459,282,282
717,681,717
52,300,300
430,125,430
376,663,663
38,225,225
654,212,212
436,281,436
149,213,213
725,529,725
522,529,522
337,352,337
614,94,614
241,721,721
466,793,793
241,346,346
164,708,164
659,251,251
323,690,690
270,405,270
794,412,794
145,447,145
694,82,694
127,393,127
730,667,730
711,696,711
523,361,361
779,765,765
426,679,679
320,543,543
426,413,426
418,559,418
334,413,413
241,731,241
501,586,501
565,720,565
759,252,252
597,462,462
679,638,679
191,65,65
702,465,702
115,240,115
224,384,384
708,502,708
698,198,698
233,138,138
696,20,20
39,282,39
80,202,80
68,118,68
199,630,630
41,417,417
587,561,587
215,692,692
759,533,533
262,762,262
519,297,519
609,576,576
148,350,350
119,128,128
777,305,777
352,371,371
595,787,787
624,500,500
162,100,100
523,334,523
522,314,314
588,553,553
611,194,611
475,708,708
771,629,629
302,577,302
707,295,707
702,456,702
598,192,192
462,447,462
258,658,658
703,211,703
446,719,446
795,549,549
24,171,24
99,680,99
287,386,386
622,719,622
63,758,63
774,677,677
101,448,101
347,134,134
540,605,540
470,372,372
1,351,351
422,497,422
240,412,412
318,713,713
223,317,223
96,221,221
344,769,344
666,736,736
550,21,550
399,649,649
119,379,119
544,640,544
98,85,85
506,736,736
759,250,250
242,425,425
535,517,535
95,799,799
643,784,643
520,488,520
432,767,432
683,109,683
247,202,202
48,198,48
175,251,175
160,152,152
70,275,275
649,689,649
775,124,124
85,203,85
5,271,271
759,304,759
751,287,287
8,726,8
290,120,120
14,337,337
247,29,247
137,231,137
738,52,738
488,681,681
529,669,529
129,480,480
245,269,269
391,379,391
648,749,648
453,692,453
576,600,576
145,248,248
175,661,175
427,386,427
507,241,507
268,162,162
756,716,716
560,639,560
110,663,110
462,169,169
785,617,785
313,678,313
193,359,193
587,705,705
791,673,673
528,242,528
644,697,697
601,591,591
763,794,794
310,188,310
599,483,483
624,622,622
484,692,484
382,414,414
199,449,449
291,256,291
181,43,181
423,547,423
334,711,711
252,704,704
681,785,785
143,729,729
605,568,568
474,716,716
373,254,254
385,518,518
228,301,301
485,231,485
115,257,115
456,664,664
493,52,493
640,627,627
710,188,710
82,585,82
495,147,147
191,370,370
200,356,200
339,702,702
630,509,630
441,179,179
531,455,455
376,287,287
400,19,19
340,603,340
27,314,314
485,140,485
598,696,598
694,277,694
472,352,472
68,259,259
415,406,415
145,152,152
432,182,432
157,210,157
126,448,448
414,42,414
9,443,9
712,663,712
85,162,85
647,700,700
547,418,418
664,457,664
285,692,692
230,532,532
532,613,613
345,246,246
457,789,457
96,265,265
10,766,766
616,147,147
623,10,623
652,702,702
121,579,579
462,304,462
42,707,42
498,714,714
593,788,788
277,431,431
289,323,323
510,252,252
94,539,539
775,751,751
460,403,403
778,384,778
79,31,31
571,176,571
626,251,251
727,590,727
215,791,215
442,749,442
267,129,129
175,240,175
265,166,166
36,179,179
770,212,212
612,491,612
495,111,495
134,680,134
669,607,607
683,165,165
314,674,314
674,616,674
563,247,563
166,108,166
599,81,599
714,687,714
584,692,692
114,333,333
364,247,247
269,129,269
441,129,129
11,601,11
124,532,532
688,512,688
179,154,154
168,561,168
142,79,142
684,312,312
11,465,465
53,106,106
517,136,136
526,170,526
207,284,284
352,70,352
26,362,362
366,24,24
560,599,560
312,48,48
159,28,28
456,260,260
469,116,469
298,673,673
350,372,350
693,181,181
739,332,739
340,102,340
473,656,473
245,735,735
780,318,318
745,91,745
636,779,636
510,117,510
19,349,349
544,130,544
286,615,286
369,250,250
175,514,175
189,515,515
214,577,214
110,422,110
470,547,547
517,785,785
174,255,255
750,426,426
420,649,420
641,608,608
736,551,551
749,416,416
223,310,223
197,177,177
687,518,518
258,251,258
779,194,779
631,523,631
540,233,540
237,96,96
754,29,29
433,339,339
307,371,307
353,230,230
129,744,129
307,606,606
73,205,205
310,647,647
147,8,147
493,599,493
319,451,451
373,341,341
177,380,177
461,132,461
656,502,502
223,593,223
312,579,579
699,387,699
449,6,6
799,94,799
673,163,163
543,393,543
197,166,166
32,490,32
667,146,146
318,270,270
234,692,234
114,201,114
191,384,384
245,437,437
190,740,740
122,393,393
721,112,721
254,335,254
162,336,336
193,330,193
343,120,343
580,345,345
93,648,93
579,128,128
464,373,373
246,748,748
321,695,695
204,52,204
724,487,487
625,585,625
358,553,553
96,275,96
306,244,306
672,638,638
205,451,205
449,694,694
672,180,672
129,50,129
25,576,576
741,746,746
680,207,680
253,11,253
716,101,101
465,279,465
658,27,658
768,724,724
429,278,429
86,667,667
491,537,537
776,472,472
680,115,115
11,454,454
590,726,726
55,293,55
67,650,67
310,386,386
137,205,205
147,372,147
148,440,148
54,136,136
131,8,131
518,690,518
653,16,16
65,385,65
174,44,44
707,689,707
271,715,715
97,215,97
134,505,134
237,645,645
342,32,32
508,567,508
174,53,174
553,699,553
123,52,123
27,41,27
720,734,720
6,227,6
563,280,280
39,57,57
250,376,250
786,673,786
320,538,538
774,799,799
396,428,428
620,647,647
661,387,387
776,126,126
327,481,481
740,440,740
451,682,682
710,646,710
603,265,603
796,548,548
489,408,408
132,359,132
392,275,275
425,241,425
231,675,675
426,788,426
198,226,198
580,726,726
401,330,401
779,179,179
524,373,524
742,523,742
701,360,701
461,62,62
114,400,400
603,752,603
567,334,567
415,487,415
678,79,79
263,355,263
230,510,230
248,551,551
531,114,114
174,124,124
17,347,347
3,568,568
628,585,628
794,71,794
107,741,741
153,30,30
314,575,314
723,142,142
52,379,379
259,295,259
397,540,540
703,25,703
587,181,181
123,460,123
619,184,184
82,526,526
316,76,316
32,642,32
756,259,259
223,368,368
96,315,315
688,314,314
283,517,283
769,229,229
208,362,362
744,437,437
453,345,453
177,96,177
587,149,587
169,785,785
639,363,363
751,408,408
750,248,248
181,249,249
379,128,128
758,202,758
367,746,367
651,385,385
673,724,724
582,562,582
616,107,616
124,152,124
389,229,229
222,472,472
97,630,630
459,572,572
41,9,9
549,54,549
673,172,172
344,423,423
131,40,131
181,682,682
735,560,735
696,502,502
2,396,2
326,446,446
240,541,541
138,750,138
623,684,623
308,606,606
660,583,660
676,732,732
229,256,229
194,318,194
421,480,421
20,790,20
591,302,302
560,773,773
379,698,698
433,428,428
341,120,120
185,126,185
359,383,383
600,206,206
222,60,60
6,126,6
407,703,703
353,389,353
796,439,796
700,757,700
453,759,453
219,772,772
477,459,477
88,160,160
185,588,588
156,590,590
764,325,764
389,95,95
347,389,347
362,316,316
635,540,540
534,454,534
750,624,624
435,34,34
465,536,465
773,454,773
247,680,247
337,488,337
221,448,448
608,356,356
191,493,191
212,418,418
342,799,342
122,392,392
181,517,181
150,457,150
110,752,752
252,180,180
195,245,245
246,365,246
365,382,382
719,676,676
47,95,95
314,8,8
396,423,423
246,353,246
563,551,551
555,250,250
413,776,413
659,476,476
698,571,571
720,501,720
743,768,768
107,710,710
611,533,611
747,528,528
609,125,125
455,315,455
400,295,295
76,797,797
174,646,646
233,113,233
633,776,633
663,489,663
519,646,519
277,109,109
793,688,793
732,525,732
255,709,709
279,714,714
217,409,409
651,762,762
569,88,569
239,191,191
684,235,235
745,290,745
207,774,774
18,92,92
485,431,431
632,579,632
16,254,254
715,575,715
254,561,254
533,712,712
440,306,306
450,356,450
394,402,394
128,309,128
192,362,362
89,269,269
9,177,9
513,287,513
393,133,133
357,1,357
418,264,418
155,421,155
11,685,685
393,379,393
597,71,71
312,403,403
143,591,143
517,680,517
751,301,301
89,370,370
14,570,570
401,708,708
740,660,660
562,392,392
14,708,708
26,29,26
669,127,127
791,399,791
515,551,551
42,405,42
52,371,371
658,613,658
319,163,163
615,34,34
82,784,784
216,384,384
637,652,637
645,715,715
117,135,135
524,613,524
428,704,704
446,382,382
242,792,792
751,465,465
247,543,543
406,566,406
399,101,101
422,727,727
51,707,707
602,795,795
788,580,580
9,414,414
465,26,26
716,512,716
377,48,48
433,557,557
633,662,633
576,361,576
693,5,5
374,589,589
463,348,463
253,343,343
711,690,711
9,603,9
53,590,590
198,453,453
701,624,701
136,467,467
599,197,197
622,727,727
239,732,732
17,467,467
64,359,359
267,389,267
279,592,279
480,200,480
464,390,464
481,398,481
172,698,172
636,423,423
494,756,756
342,282,342
754,472,472
561,62,62
305,505,505
248,117,248
611,142,611
472,602,472
277,311,311
342,210,342
514,105,514
725,195,725
96,591,591
391,411,391
143,524,524
510,58,58
524,377,524
103,531,103
715,73,715
586,251,251
699,418,418
54,515,515
231,75,75
218,221,221
407,68,68
429,43,429
199,3,3
165,608,165
585,694,694
55,259,259
611,594,611
685,653,685
482,333,333
753,452,452
100,103,103
721,742,742
637,111,637
8,654,8
697,785,697
191,5,5
6,129,6
791,739,791
770,600,600
795,460,795
449,166,166
452,214,214
77,374,77
53,603,603
60,544,544
657,464,657
586,650,586
225,644,225
186,407,186
89,537,537
652,31,652
762,388,388
81,362,362
674,414,414
508,77,508
368,651,651
381,775,381
639,45,45
59,271,59
774,151,151
682,286,682
751,161,161
237,278,278
56,201,201
585,159,585
311,136,136
34,670,34
73,197,197
330,349,349
609,272,272
536,54,536
771,724,724
217,171,171
570,252,570
418,524,418
685,784,685
244,394,394
362,484,362
347,539,539
621,209,209
34,292,34
257,215,257
445,798,798
512,462,462
693,24,24
242,222,242
504,657,657
761,777,777
198,662,662
130,526,526
286,170,286
721,496,721
497,231,497
596,172,172
17,149,17
269,289,269
762,784,762
483,22,483
227,533,533
736,29,736
187,531,531
375,133,133
360,747,360
719,73,719
401,579,401
139,451,139
220,564,564
593,669,669
302,163,163
21,135,135
327,513,513
567,104,104
646,510,646
203,530,203
384,737,737
356,617,356
756,565,565
30,44,44
673,465,465
392,125,125
275,656,275
540,702,540
609,146,146
448,30,30
133,705,705
229,566,229
6,317,317
538,454,538
605,446,446
299,712,712
423,734,423
656,779,656
160,624,160
791,29,29
127,247,127
62,289,62
536,523,536
325,218,325
617,333,617
492,523,523
517,512,517
342,572,572
699,584,699
271,574,574
505,84,84
189,700,700
660,177,177
287,646,646
208,630,630
171,190,171
40,41,40
444,291,444
25,628,25
136,318,136
340,269,340
15,710,710
403,117,403
388,699,699
89,741,741
732,355,732
477,195,477
101,438,438
749,481,481
159,515,159
203,617,617
79,786,786
739,385,739
126,365,126
789,540,540
494,192,192
690,760,690
176,406,406
434,256,434
67,358,67
477,562,477
308,495,495
693,622,693
89,564,89
646,410,410
766,395,766
591,488,488
538,165,165
108,254,254
281,99,99
435,420,420
490,72,72
76,751,751
698,242,242
184,568,184
733,405,405
439,475,475
609,405,405
83,795,795
305,278,278
35,359,359
514,762,514
162,23,23
213,338,338
702,257,702
394,2,394
109,247,109
471,518,518
273,438,438
231,496,496
704,80,704
233,360,233
637,658,658
179,418,418
186,673,673
800,62,62
579,212,212
242,588,588
163,552,163
437,677,677
387,713,713
250,475,475
462,628,628
548,301,301
232,245,232
330,667,330
205,385,205
27,333,333
68,216,216
28,484,28
292,625,625
759,304,759
55,409,409
391,102,102
673,234,234
465,703,703
337,593,337
358,636,358
574,51,574
558,325,325
450,63,63
771,574,574
457,315,315
258,420,420
580,769,580
684,468,468
541,432,432
133,173,133
336,327,336
592,593,592
215,590,590
203,82,203
295,457,295
713,625,713
617,602,617
527,163,163
738,441,441
60,726,726
705,134,705
779,702,702
561,608,608
474,686,474
210,664,664
429,755,429
168,534,534
720,456,720
10,682,682
405,161,161
445,602,602
262,347,347
402,639,402
631,282,631
457,769,769
469,392,469
283,583,583
80,751,80
435,224,435
226,372,372
63,170,63
429,510,429
222,173,222
791,104,104
72,456,72
19,626,19
301,643,301
91,167,91
674,41,41
761,85,85
60,315,60
27,660,660
124,116,124
755,695,755
219,540,540
633,406,633
246,196,246
92,799,799
190,257,257
316,282,316
515,9,9
440,674,674
385,517,517
129,729,729
511,625,511
315,513,513
176,28,28
276,377,276
271,489,271
449,406,449
170,188,170
150,346,346
369,266,369
235,49,235
579,48,48
132,224,224
683,226,226
756,220,756
248,252,248
783,715,715
367,16,367
510,390,510
650,225,650
340,104,340
656,529,656
82,798,798
496,383,496
136,318,136
35,212,212
574,234,234
178,127,127
333,114,333
17,652,17
512,800,800
523,475,475
659,204,659
307,137,307
547,84,84
201,679,201
800,422,422
221,467,467
98,373,373
529,727,727
217,628,628
304,757,757
414,137,414
163,401,163
332,371,371
143,284,284
706,496,706
423,534,423
24,403,24
56,50,50
610,59,59
140,202,202
26,399,26
81,108,108
747,509,747
755,505,505
773,48,773
169,87,169
476,422,476
709,578,709
409,753,753
453,67,67
457,241,241
561,619,619
376,516,376
463,668,463
410,400,410
507,263,263
42,531,531
214,351,214
134,487,487
228,778,228
123,429,429
159,693,159
600,44,44
197,379,197
247,791,247
512,600,600
601,287,287
331,593,593
610,259,259
165,508,165
478,228,478
223,53,223
167,337,337
537,454,537
139,675,139
623,513,513
574,761,574
780,568,568
699,612,699
30,28,28
503,392,503
540,445,540
700,595,700
105,153,153
604,537,537
317,43,43
384,318,384
308,321,321
152,235,152
325,687,687
332,764,764
331,92,331
488,714,714
133,628,133
762,576,576
21,119,119
238,788,788
508,328,328
648,373,648
373,363,373
591,138,138
387,245,245
652,433,433
771,136,136
42,492,42
571,267,571
44,752,752
500,746,746
527,457,527
471,685,685
492,37,37
676,464,676
569,338,569
592,418,418
613,293,613
52,300,300
384,102,102
1,483,483
225,464,464
793,733,793
286,290,286
670,319,319
565,160,565
272,381,272
553,138,553
354,270,270
201,276,276
455,165,165
578,271,271
241,65,65
360,612,612
360,81,81
424,210,424
213,79,79
43,352,43
719,686,686
774,614,614
158,398,398
509,161,161
363,293,293
284,724,724
441,368,368
316,120,120
424,783,424
658,628,658
776,247,247
750,119,119
410,542,410
662,8,8
327,210,327
640,19,19
410,798,410
515,622,622
461,319,319
415,226,415
412,518,518
545,329,329
317,351,351
65,724,724
401,342,342
7,790,7
313,23,23
572,687,572
505,538,538
353,653,353
359,288,288
593,256,256
191,616,616
639,266,266
396,129,129
9,454,9
472,381,472
328,477,328
351,737,737
740,211,740
100,147,147
205,309,205
688,202,202
608,466,608
405,514,514
605,590,590
379,676,676
512,727,512
765,498,498
307,360,307
155,623,155
528,327,327
288,429,429
266,492,492
74,707,707
721,282,721
55,21,55
519,95,519
307,406,307
269,433,269
429,426,429
354,639,354
169,768,169
471,455,455
308,178,308
622,612,612
781,225,781
6,288,288
475,125,125
242,685,685
428,672,428
594,391,391
400,698,698
740,553,553
174,410,410
10,301,301
110,529,110
68,774,68
308,50,308
190,411,411
551,564,551
272,70,70
502,620,502
297,225,225
305,373,373
131,241,131
394,386,394
477,150,477
262,44,44
248,671,248
557,758,557
649,279,649
443,178,443
292,727,727
463,420,420
3,392,3
700,73,700
702,633,702
359,657,657
702,404,702
310,785,785
24,756,24
466,316,316
401,571,401
487,365,487
595,726,595
424,487,424
36,191,36
341,194,341
445,482,482
127,285,127
39,92,92
357,189,357
500,586,500
363,4,4
584,292,292
515,420,420
375,735,735
268,731,731
741,334,741
677,153,677
725,645,725
634,105,634
399,254,254
447,145,145
8,306,306
785,760,785
377,661,377
480,796,480
150,356,150
418,550,550
681,516,681
232,557,557
37,170,37
178,37,178
249,430,430
562,133,133
275,76,275
687,470,687
696,735,735
499,200,499
92,390,390
338,463,463
413,254,254
570,526,570
738,547,547
493,258,493
105,116,116
421,355,421
719,546,546
26,2,26
561,76,561
216,480,480
299,692,692
560,781,560
432,361,432
507,458,507
493,304,493
328,342,342
184,57,184
211,745,745
85,430,430
87,44,87
7,329,7
162,190,190
402,642,642
729,685,729
290,319,319
191,155,155
403,464,403
586,112,112
312,739,739
770,587,587
604,602,604
51,331,51
433,443,443
697,84,697
489,539,539
283,713,713
256,244,244
393,623,393
77,263,263
65,491,65
71,565,71
717,349,717
318,658,658
119,294,119
646,14,646
248,638,248
351,296,296
392,61,61
705,375,705
209,445,209
259,98,259
580,157,157
372,280,280
248,182,248
447,20,20
634,119,634
722,768,768
95,468,95
724,413,724
337,649,649
292,68,68
730,300,300
720,669,720
682,248,682
152,73,152
443,415,443
227,496,227
229,628,628
229,686,229
110,546,110
80,38,80
49,597,597
201,362,362
704,465,704
55,254,55
89,247,247
374,540,540
721,558,721
353,701,701
350,716,350
230,674,674
29,100,100
779,366,366
722,599,722
373,298,298
753,739,739
741,311,311
606,406,606
616,645,616
530,475,475
572,403,572
668,639,668
213,546,546
492,575,575
783,408,408
690,599,690
566,707,707
788,641,788
80,649,649
168,60,168
253,178,253
86,377,86
44,687,44
136,661,136
434,108,108
694,165,165
354,261,261
710,165,165
463,789,789
95,443,443
341,405,341
128,226,128
15,115,115
733,648,648
706,311,706
95,603,603
38,676,676
526,404,526
334,24,24
119,164,164
688,219,219
639,555,555
662,448,448
539,593,539
155,413,155
176,189,176
520,458,520
668,87,668
253,3,3
151,709,709
715,80,715
402,70,70
160,438,438
179,701,701
242,174,242
664,398,398
539,119,539
470,439,439
745,739,745
160,738,738
468,776,776
599,792,792
502,755,502
91,51,91
28,793,28
332,577,332
631,664,631
430,543,430
122,361,361
458,228,228
740,763,740
380,386,380
261,787,787
638,393,393
405,665,405
100,151,100
525,125,125
512,477,477
45,781,781
189,644,644
542,582,542
460,656,656
267,420,420
91,246,246
336,434,336
174,734,174
49,307,307
662,523,523
517,385,517
459,745,745
93,669,669
19,468,19
525,490,490
507,250,250
585,228,228
747,112,747
290,48,48
432,225,225
161,657,161
318,429,429
68,284,284
442,107,442
579,373,579
333,19,19
269,632,269
470,328,328
477,783,783
414,138,414
324,27,27
502,529,502
585,315,585
585,387,387
443,303,443
316,538,316
761,288,288
517,136,136
181,704,704
597,326,326
100,576,576
507,132,132
134,373,134
641,217,217
394,165,394
160,553,553
272,366,272
68,592,68
612,514,612
671,712,712
226,73,73
451,352,451
709,583,583
326,152,326
667,339,339
778,256,778
397,756,397
706,696,706
5,763,5
257,747,747
633,551,633
252,461,252
216,600,600
620,255,620
292,204,204
195,246,246
60,253,253
171,689,171
485,432,432
69,425,425
543,520,520
123,132,132
629,244,629
514,105,514
576,439,576
306,518,518
404,346,404
488,441,441
18,730,730
696,304,304
140,491,491
260,755,260
415,512,415
99,319,99
531,259,259
561,173,561
249,469,249
388,785,785
742,659,742
787,128,787
685,444,444
694,681,694
312,685,685
104,541,541
501,412,412
342,360,360
181,424,424
53,460,460
160,324,160
582,429,429
576,752,752
73,414,414
791,781,791
628,707,707
593,663,663
773,5,773
124,638,124
404,725,725
509,518,518
721,437,437
237,420,420
695,333,333
451,787,451
280,80,80
727,534,727
703,37,703
73,781,781
614,538,538
440,762,440
716,388,388
552,271,552
300,263,263
316,166,316
495,175,495
553,212,553
4,694,694
640,346,346
58,391,58
136,701,701
101,285,101
299,38,299
201,443,443
9,249,249
169,764,169
335,235,335
716,405,716
210,221,221
560,320,320
23,532,23
787,685,787
409,273,409
64,716,716
420,377,420
570,258,570
760,740,740
86,495,495
553,72,72
54,254,254
282,288,288
60,459,60
192,152,192
376,695,376
104,96,104
103,636,103
581,80,80
674,291,674
88,85,85
362,32,32
536,327,536
60,568,568
39,333,333
76,371,371
706,256,706
797,582,797
765,575,765
632,295,632
106,763,106
219,785,785
497,700,700
288,611,288
702,412,702
645,413,413
355,425,425
331,323,331
115,798,798
743,527,527
368,115,368
780,241,780
475,757,475
509,208,208
691,493,691
259,169,259
711,736,711
75,225,75
417,416,416
7,214,7
359,536,536
511,364,511
111,681,681
384,690,690
704,527,704
307,787,307
271,646,271
160,117,160
470,44,44
349,375,349
287,418,418
240,148,148
604,768,768
269,462,269
691,240,691
257,715,715
505,753,505
764,503,503
423,424,424
360,800,800
531,125,125
466,502,466
764,798,798
351,417,351
137,280,280
784,758,758
106,549,549
325,628,628
614,341,341
506,470,506
559,586,559
170,507,507
770,551,551
31,238,31
326,244,244
612,59,59
424,135,135
10,51,51
681,240,681
577,77,77
465,760,465
447,416,416
101,641,101
405,746,746
197,63,63
129,675,129
344,692,344
434,772,772
121,675,675
469,237,469
362,114,362
729,174,729
757,590,590
315,699,699
32,24,24
620,759,759
798,761,798
465,730,465
242,82,242
117,302,117
191,264,264
10,161,161
259,784,259
546,668,546
180,475,475
408,253,253
44,623,44
585,151,151
349,416,349
226,399,226
764,350,350
139,755,139
441,55,55
475,223,223
49,671,671
441,585,441
44,233,44
83,499,499
263,536,263
353,206,206
67,516,516
238,493,493
678,586,586
25,648,648
509,260,260
540,650,540
674,411,674
679,241,679
256,385,385
11,288,288
758,169,169
224,458,458
346,119,119
359,88,359
553,664,553
690,489,690
282,483,483
701,653,701
692,587,692
70,49,70
312,752,752
279,274,274
748,164,164
584,542,542
498,507,498
647,673,647
730,539,539
662,295,295
451,751,751
474,31,31
615,494,494
189,543,543
533,256,533
137,374,137
628,328,628
336,112,336
218,486,486
580,423,423
458,344,344
719,756,756
422,452,422
238,411,411
595,431,431
201,640,640
689,446,446
317,665,665
528,38,528
270,582,270
152,199,152
31,544,544
654,43,43
644,672,672
794,31,794
656,534,534
478,165,165
622,185,185
92,488,92
174,224,174
221,660,221
190,475,475
120,596,596
153,471,153
27,673,27
140,27,140
582,181,181
515,87,515
142,659,142
123,347,123
98,653,98
607,364,607
610,318,610
97,238,97
92,151,92
420,660,420
753,196,196
691,6,6
283,776,776
55,353,353
670,174,174
316,457,316
361,487,361
180,711,711
37,80,80
26,583,583
344,113,344
746,265,265
736,500,736
34,126,34
13,179,13
639,73,73
296,372,296
399,599,599
447,528,528
442,162,162
794,773,773
584,238,238
104,727,727
54,244,244
463,213,463
430,788,430
725,261,261
589,412,589
71,720,71
409,627,409
530,662,662
445,472,472
43,263,263
575,171,171
351,198,351
207,541,541
592,581,581
267,115,115
11,50,11
586,411,411
150,56,56
63,716,63
763,356,763
602,562,562
37,354,37
175,288,288
623,120,120
601,261,261
727,472,727
163,54,163
540,182,540
752,441,441
531,277,277
652,696,696
121,157,157
379,3,3
297,334,334
104,193,193
417,225,417
360,426,426
410,209,410
483,444,444
581,40,581
213,232,232
441,68,68
130,692,130
442,765,765
379,470,379
343,363,343
778,2,778
381,610,610
697,442,697
138,667,138
53,511,511
142,691,142
47,494,47
546,109,109
22,779,779
690,647,690
185,153,153
773,302,773
280,123,280
400,510,400
499,369,499
658,337,658
580,691,580
133,270,270
675,500,675
180,395,180
22,145,22
337,209,337
134,331,331
712,772,772
239,736,736
548,466,466
600,391,600
499,335,499
128,219,219
720,332,720
49,301,301
731,738,731
636,502,502
75,333,75
225,175,175
174,80,80
786,317,786
370,274,274
308,41,308
222,721,721
334,715,715
375,560,560
418,15,418
436,571,571
661,699,699
234,325,234
377,384,377
216,72,72
313,606,606
217,410,410
393,281,393
484,56,56
399,192,192
416,444,444
735,427,427
799,517,799
629,651,629
493,623,623
372,135,135
48,162,48
230,698,230
177,69,69
72,161,72
185,781,185
27,77,27
433,675,675
405,581,581
726,190,726
80,523,80
468,351,351
155,351,155
560,555,560
294,242,242
625,573,573
103,18,103
238,152,152
321,579,579
728,134,134
581,477,477
293,125,125
715,121,715
184,241,184
147,629,147
252,741,741
275,463,275
598,389,598
357,332,332
133,158,133
498,134,134
188,16,16
710,22,710
604,498,498
201,681,681
541,742,541
341,23,23
505,68,505
203,672,672
24,337,24
81,771,771
631,712,712
413,279,279
512,476,512
334,527,527
111,221,221
146,739,146
321,355,321
47,334,334
166,679,679
498,654,498
5,428,428
574,217,574
226,789,226
115,486,115
588,118,588
278,384,384
729,143,729
401,524,524
124,438,438
451,119,451
82,358,358
710,597,710
30,192,30
57,482,57
198,333,333
674,99,674
349,425,349
410,698,410
231,209,209
335,131,131
61,783,61
745,450,745
788,456,788
381,329,329
591,194,591
99,328,99
72,189,72
272,295,272
597,5,597
577,7,7
248,670,248
468,383,383
404,187,187
500,738,738
526,216,216
278,18,278
540,165,165
106,408,106
252,649,252
563,375,563
289,188,289
148,737,737
151,662,151
496,70,496
516,251,251
586,154,154
86,575,86
153,373,153
669,136,136
511,773,773
39,220,39
154,374,154
738,789,738
133,759,133
710,13,710
205,136,205
281,410,410
567,312,567
343,246,343
191,152,152
603,505,603
134,725,134
440,514,514
177,674,674
364,199,364
309,557,557
362,116,362
589,174,589
627,37,37
313,660,313
511,407,511
268,473,473
11,274,274
573,752,752
40,667,40
623,350,350
353,215,353
787,530,787
549,722,549
744,631,631
158,242,158
130,370,130
357,785,785
607,334,334
289,274,274
129,323,129
332,98,98
191,757,757
228,3,228
750,263,263
746,98,746
755,274,274
155,570,155
434,702,702
482,451,451
140,191,191
611,558,611
785,344,344
293,168,293
253,225,253
601,667,601
790,526,526
280,37,280
752,495,495
514,261,261
382,632,382
182,85,85
738,690,690
318,361,361
110,674,110
8,644,8
493,262,493
701,541,701
701,542,701
440,43,43
506,151,151
720,182,720
48,79,48
678,584,678
722,255,255
787,758,758
545,573,545
14,503,503
796,300,300
456,700,700
537,776,537
268,60,268
252,249,249
626,514,514
474,299,299
10,218,10
306,202,306
674,206,674
780,366,366
72,637,72
61,114,61
572,760,572
697,775,697
742,383,383
299,293,299
